Index LeftOp RightOp TensorIndex CosineSimilarity MaxAbsoluteError AccumulatedRelativeError RelativeEuclideanDistance KullbackLeiblerDivergence StandardDeviation
645 trans_Cast_1395 * trans_Cast_1395:output:0 NaN NaN NaN NaN NaN NaN
646 KeypointNetwork/dconv6/Conv2D KeypointNetwork/dconv6/Conv2D KeypointNetwork/dconv6/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
646 KeypointNetwork/dconv6/Conv2D KeypointNetwork/dconv6/Conv2D KeypointNetwork/dconv6/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
646 KeypointNetwork/dconv6/Conv2D KeypointNetwork/dconv6/Conv2D KeypointNetwork/dconv6/Conv2D:output:0 0.000184 14.814817 48801151.061811 1.361351 inf (0.024;0.673),(0.034;0.728)
647 KeypointNetwork_1/dconv6/Conv2D KeypointNetwork_1/dconv6/Conv2D KeypointNetwork_1/dconv6/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
647 KeypointNetwork_1/dconv6/Conv2D KeypointNetwork_1/dconv6/Conv2D KeypointNetwork_1/dconv6/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
647 KeypointNetwork_1/dconv6/Conv2D KeypointNetwork_1/dconv6/Conv2D KeypointNetwork_1/dconv6/Conv2D:output:0 0.001382 16.128137 51283011.460703 1.349436 inf (0.024;0.670),(0.035;0.738)
648 trans_Cast_1366 * trans_Cast_1366:input:0 0.000184 14.814817 48801151.061811 1.361351 inf (0.024;0.673),(0.034;0.728)
648 trans_Cast_1366 * trans_Cast_1366:output:0 NaN NaN NaN NaN NaN NaN
649 trans_Cast_1371 * trans_Cast_1371:input:0 0.001382 16.128137 51283011.460703 1.349436 inf (0.024;0.670),(0.035;0.738)
649 trans_Cast_1371 * trans_Cast_1371:output:0 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:0 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:1 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:2 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:3 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:4 1.0 0.000000 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:5 NaN 0.000290 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:input:6 1.000000 0.000744 0.036339 0.000582 0.250131 (0.999;0.000),(1.000;0.000)
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:output:0 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:output:1 -0.011505 0.000848 99.995490 1.080792 inf (0.000;0.000),(0.000;0.000)
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:output:2 1.000000 0.000454 0.007565 0.000160 inf (0.999;0.000),(0.999;0.000)
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:output:3 NaN NaN NaN NaN NaN NaN
650 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv6/BatchNorm/FusedBatchNormV3_Update:output:4 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:0 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:1 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:2 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:3 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:4 1.0 0.000000 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:5 NaN 0.000580 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:input:6 1.000000 0.001491 0.072881 0.001168 0.249890 (0.999;0.000),(1.000;0.000)
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:output:0 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:output:1 -0.011861 0.001669 99.973476 1.082791 inf (0.000;0.000),(0.000;0.000)
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:output:2 1.000000 0.001043 0.015681 0.000329 inf (0.999;0.000),(0.999;0.000)
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:output:3 NaN NaN NaN NaN NaN NaN
651 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/dconv6/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3 KeypointNetwork_1/dconv6/BatchNorm/FusedBatchNormV3_Update:output:4 NaN NaN NaN NaN NaN NaN
652 KeypointNetwork/dconv6/LeakyRelu KeypointNetwork/dconv6/LeakyRelu KeypointNetwork/dconv6/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
652 KeypointNetwork/dconv6/LeakyRelu KeypointNetwork/dconv6/LeakyRelu KeypointNetwork/dconv6/LeakyRelu:output:0 0.098737 18.438232 120180974.524887 1.362256 inf (0.169;0.708),(0.345;0.617)
653 KeypointNetwork_1/dconv6/LeakyRelu KeypointNetwork_1/dconv6/LeakyRelu KeypointNetwork_1/dconv6/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
653 KeypointNetwork_1/dconv6/LeakyRelu KeypointNetwork_1/dconv6/LeakyRelu KeypointNetwork_1/dconv6/LeakyRelu:output:0 0.102693 21.961143 139112594.571844 1.356484 inf (0.167;0.707),(0.338;0.623)
654 KeypointNetwork/dconv7/SpaceToBatchND KeypointNetwork/dconv7/SpaceToBatchND KeypointNetwork/dconv7/SpaceToBatchND:input:0 0.098737 18.438232 120180974.524887 1.362256 inf (0.169;0.708),(0.345;0.617)
654 KeypointNetwork/dconv7/SpaceToBatchND KeypointNetwork/dconv7/SpaceToBatchND KeypointNetwork/dconv7/SpaceToBatchND:output:0 0.098737 18.438232 120180974.524891 1.362256 inf (0.158;0.687),(0.324;0.604)
655 KeypointNetwork_1/dconv7/SpaceToBatchND KeypointNetwork_1/dconv7/SpaceToBatchND KeypointNetwork_1/dconv7/SpaceToBatchND:input:0 0.102693 21.961143 139112594.571844 1.356484 inf (0.167;0.707),(0.338;0.623)
655 KeypointNetwork_1/dconv7/SpaceToBatchND KeypointNetwork_1/dconv7/SpaceToBatchND KeypointNetwork_1/dconv7/SpaceToBatchND:output:0 0.102693 21.961143 139112594.571840 1.356484 inf (0.157;0.687),(0.318;0.610)
656 trans_Cast_1346 * trans_Cast_1346:input:0 0.098737 18.438232 120180974.524891 1.362256 inf (0.158;0.687),(0.324;0.604)
656 trans_Cast_1346 * trans_Cast_1346:output:0 NaN NaN NaN NaN NaN NaN
657 trans_Cast_1351 * trans_Cast_1351:input:0 0.102693 21.961143 139112594.571840 1.356484 inf (0.157;0.687),(0.318;0.610)
657 trans_Cast_1351 * trans_Cast_1351:output:0 NaN NaN NaN NaN NaN NaN
658 KeypointNetwork/dconv7/Conv2D KeypointNetwork/dconv7/Conv2D KeypointNetwork/dconv7/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
658 KeypointNetwork/dconv7/Conv2D KeypointNetwork/dconv7/Conv2D KeypointNetwork/dconv7/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
658 KeypointNetwork/dconv7/Conv2D KeypointNetwork/dconv7/Conv2D KeypointNetwork/dconv7/Conv2D:output:0 0.000403 17.042289 50109445.830676 1.456777 inf (-0.034;0.738),(0.006;0.697)
659 KeypointNetwork_1/dconv7/Conv2D KeypointNetwork_1/dconv7/Conv2D KeypointNetwork_1/dconv7/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
659 KeypointNetwork_1/dconv7/Conv2D KeypointNetwork_1/dconv7/Conv2D KeypointNetwork_1/dconv7/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
659 KeypointNetwork_1/dconv7/Conv2D KeypointNetwork_1/dconv7/Conv2D KeypointNetwork_1/dconv7/Conv2D:output:0 0.000319 18.493925 57494165.343623 1.458039 inf (-0.034;0.738),(0.005;0.696)
660 trans_Cast_874 * trans_Cast_874:input:0 0.000403 17.042289 50109445.830676 1.456777 inf (-0.034;0.738),(0.006;0.697)
660 trans_Cast_874 * trans_Cast_874:output:0 NaN NaN NaN NaN NaN NaN
661 trans_Cast_875 * trans_Cast_875:input:0 0.000319 18.493925 57494165.343623 1.458039 inf (-0.034;0.738),(0.005;0.696)
661 trans_Cast_875 * trans_Cast_875:output:0 NaN NaN NaN NaN NaN NaN
662 KeypointNetwork/dconv7/BatchToSpaceND KeypointNetwork/dconv7/BatchToSpaceND KeypointNetwork/dconv7/BatchToSpaceND:input:0 NaN NaN NaN NaN NaN NaN
662 KeypointNetwork/dconv7/BatchToSpaceND KeypointNetwork/dconv7/BatchToSpaceND KeypointNetwork/dconv7/BatchToSpaceND:output:0 -0.031287 17.819207 49917490.927621 1.479650 inf (-0.034;0.738),(0.006;0.697)
663 KeypointNetwork_1/dconv7/BatchToSpaceND KeypointNetwork_1/dconv7/BatchToSpaceND KeypointNetwork_1/dconv7/BatchToSpaceND:input:0 NaN NaN NaN NaN NaN NaN
663 KeypointNetwork_1/dconv7/BatchToSpaceND KeypointNetwork_1/dconv7/BatchToSpaceND KeypointNetwork_1/dconv7/BatchToSpaceND:output:0 -0.025448 18.899854 51031459.494873 1.476677 inf (-0.034;0.738),(0.005;0.696)
664 KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Update:input:0 -0.031287 17.819207 49917490.927621 1.479650 inf (-0.034;0.738),(0.006;0.697)
664 KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Update:input:1 NaN NaN NaN NaN NaN NaN
664 KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/dconv7/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3 KeypointNetwork/dconv7/BatchNorm/FusedBatchNormV3_Update:input:2 NaN NaN NaN NaN NaN NaN
