Index LeftOp RightOp TensorIndex CosineSimilarity MaxAbsoluteError AccumulatedRelativeError RelativeEuclideanDistance KullbackLeiblerDivergence StandardDeviation
895 gradients/AddN_4 gradients/AddN_4 gradients/AddN_4:input:1 -0.007578 0.007210 361.961517 1.372846 0.089806 (0.000;0.001),(0.000;0.001)
895 gradients/AddN_4 gradients/AddN_4 gradients/AddN_4:output:0 -0.007578 0.014419 361.961516 1.372846 0.089806 (0.000;0.003),(0.000;0.003)
896 mul_13mul_14 mul_13,mul_14 mul_13mul_14:input:0 1.000000 0.114897 0.141329 0.141329 0.000000 (0.928;0.000),(0.813;0.000)
896 mul_13mul_14 mul_13,mul_14 mul_13mul_14:input:1 NaN NaN NaN NaN NaN NaN
896 mul_13mul_14 mul_13,mul_14 mul_13mul_14:input:2 NaN NaN NaN NaN NaN NaN
896 mul_13mul_14 mul_13,mul_14 mul_13mul_14:output:0 1.000000 0.229793 0.141329 0.141329 0.000000 (1.856;0.000),(1.626;0.000)
896 mul_13mul_14 mul_13,mul_14 mul_13mul_14:output:1 1.000000 0.045959 0.141329 0.141329 0.000000 (0.371;0.000),(0.325;0.000)
897 ge_default_20201228113331_61_Send_9 * NaN NaN NaN NaN NaN NaN NaN
898 gradients/KeypointNetwork_1/truediv_2_grad/RealDiv gradients/KeypointNetwork_1/truediv_2_grad/RealDiv gradients/KeypointNetwork_1/truediv_2_grad/RealDiv:input:0 0.080937 0.061698 1020.051230 2.309944 inf (0.003;0.012),(0.002;0.005)
898 gradients/KeypointNetwork_1/truediv_2_grad/RealDiv gradients/KeypointNetwork_1/truediv_2_grad/RealDiv gradients/KeypointNetwork_1/truediv_2_grad/RealDiv:input:1 0.999767 2.024925 1.383499 0.023131 inf (-30.194;0.477),(-29.952;0.363)
898 gradients/KeypointNetwork_1/truediv_2_grad/RealDiv gradients/KeypointNetwork_1/truediv_2_grad/RealDiv gradients/KeypointNetwork_1/truediv_2_grad/RealDiv:output:0 0.079065 0.001974 1006.464107 2.252247 inf (0.000;0.000),(0.000;0.000)
899 gradients/KeypointNetwork_1/truediv_2_grad/mul gradients/KeypointNetwork_1/truediv_2_grad/mul gradients/KeypointNetwork_1/truediv_2_grad/mul:input:0 0.080937 0.061698 1020.051230 2.309944 inf (0.003;0.012),(0.002;0.005)
899 gradients/KeypointNetwork_1/truediv_2_grad/mul gradients/KeypointNetwork_1/truediv_2_grad/mul gradients/KeypointNetwork_1/truediv_2_grad/mul:input:1 -0.025669 0.063560 689.279244 2.289205 inf (0.000;0.015),(0.002;0.007)
899 gradients/KeypointNetwork_1/truediv_2_grad/mul gradients/KeypointNetwork_1/truediv_2_grad/mul gradients/KeypointNetwork_1/truediv_2_grad/mul:output:0 0.203428 0.003523 8599.674760 5.361874 inf (0.000;0.000),(0.000;0.000)
900 gradients/KeypointNetwork/truediv_2_grad/RealDiv gradients/KeypointNetwork/truediv_2_grad/RealDiv gradients/KeypointNetwork/truediv_2_grad/RealDiv:input:0 0.013430 0.059528 2822.662412 2.627436 inf (0.003;0.014),(0.000;0.006)
900 gradients/KeypointNetwork/truediv_2_grad/RealDiv gradients/KeypointNetwork/truediv_2_grad/RealDiv gradients/KeypointNetwork/truediv_2_grad/RealDiv:input:1 0.999777 2.006575 1.450949 0.023917 inf (-29.723;0.484),(-30.068;0.354)
900 gradients/KeypointNetwork/truediv_2_grad/RealDiv gradients/KeypointNetwork/truediv_2_grad/RealDiv gradients/KeypointNetwork/truediv_2_grad/RealDiv:output:0 0.011027 0.002084 2887.191757 2.691640 inf (0.000;0.000),(0.000;0.000)
901 gradients/KeypointNetwork/truediv_2_grad/mul gradients/KeypointNetwork/truediv_2_grad/mul gradients/KeypointNetwork/truediv_2_grad/mul:input:0 0.013430 0.059528 2822.662412 2.627436 inf (0.003;0.014),(0.000;0.006)
901 gradients/KeypointNetwork/truediv_2_grad/mul gradients/KeypointNetwork/truediv_2_grad/mul gradients/KeypointNetwork/truediv_2_grad/mul:input:1 -0.002220 0.052644 909.464010 2.366140 inf (0.000;0.017),(-0.001;0.008)
901 gradients/KeypointNetwork/truediv_2_grad/mul gradients/KeypointNetwork/truediv_2_grad/mul gradients/KeypointNetwork/truediv_2_grad/mul:output:0 0.193871 0.003799 138336.146415 7.153779 inf (0.000;0.000),(0.000;0.000)
902 gradients/MatMul_1_grad/MatMul gradients/MatMul_1_grad/MatMul gradients/MatMul_1_grad/MatMul:input:0 NaN NaN NaN NaN NaN NaN
902 gradients/MatMul_1_grad/MatMul gradients/MatMul_1_grad/MatMul gradients/MatMul_1_grad/MatMul:input:1 1.000000 0.000000 0.000000 0.000000 0.000000 (0.130;0.329),(0.130;0.329)
902 gradients/MatMul_1_grad/MatMul gradients/MatMul_1_grad/MatMul gradients/MatMul_1_grad/MatMul:output:0 -0.065919 0.015111 588.331027 1.365923 inf (0.000;0.002),(0.000;0.002)
903 gradients/strided_slice_6_grad/StridedSliceGrad gradients/strided_slice_6_grad/StridedSliceGrad gradients/strided_slice_6_grad/StridedSliceGrad:input:0 -0.007578 0.014419 361.961516 1.372846 0.089806 (0.000;0.003),(0.000;0.003)
903 gradients/strided_slice_6_grad/StridedSliceGrad gradients/strided_slice_6_grad/StridedSliceGrad gradients/strided_slice_6_grad/StridedSliceGrad:output:0 -0.007578 0.014419 361.961516 1.372846 0.067355 (0.000;0.002),(0.000;0.002)
904 ge_default_20201228113331_61_Recv_9 * NaN NaN NaN NaN NaN NaN NaN
905 gradients/Mean_3_grad/truediv gradients/Mean_3_grad/truediv NaN NaN NaN NaN NaN NaN NaN
906 ge_default_20201228113331_61_Send_18 * NaN NaN NaN NaN NaN NaN NaN
907 gradients/KeypointNetwork_1/truediv_2_grad/Sum_1 gradients/KeypointNetwork_1/truediv_2_grad/Sum_1 gradients/KeypointNetwork_1/truediv_2_grad/Sum_1:input:0 0.203428 0.003523 8599.674760 5.361874 inf (0.000;0.000),(0.000;0.000)
907 gradients/KeypointNetwork_1/truediv_2_grad/Sum_1 gradients/KeypointNetwork_1/truediv_2_grad/Sum_1 gradients/KeypointNetwork_1/truediv_2_grad/Sum_1:output:0 0.473649 0.003618 685.971120 4.868792 inf (0.000;0.000),(0.000;0.000)
908 gradients/KeypointNetwork/truediv_2_grad/Sum_1 gradients/KeypointNetwork/truediv_2_grad/Sum_1 gradients/KeypointNetwork/truediv_2_grad/Sum_1:input:0 0.193871 0.003799 138336.146415 7.153779 inf (0.000;0.000),(0.000;0.000)
908 gradients/KeypointNetwork/truediv_2_grad/Sum_1 gradients/KeypointNetwork/truediv_2_grad/Sum_1 gradients/KeypointNetwork/truediv_2_grad/Sum_1:output:0 0.239103 0.004950 1179.563204 7.536535 inf (0.000;0.000),(0.000;0.000)
909 gradients/concat_1_grad/Slice ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-0,gradients/KeypointNetwork_1/Reshape_4_grad/Shape,gradients/concat_1_grad/Slice gradients/concat_1_grad/Slice:input:0 NaN NaN NaN NaN NaN NaN
909 gradients/concat_1_grad/Slice ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-0,gradients/KeypointNetwork_1/Reshape_4_grad/Shape,gradients/concat_1_grad/Slice gradients/concat_1_grad/Slice:output:0 0.022661 0.000428 426.411616 1.296767 inf (0.000;0.000),(0.000;0.000)
910 gradients/concat_1_grad/Slice_1 ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-1,KeypointNetwork/ones_like/Shape,gradients/concat_1_grad/Slice_1 gradients/concat_1_grad/Slice_1:input:0 NaN NaN NaN NaN NaN NaN
910 gradients/concat_1_grad/Slice_1 ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-1,KeypointNetwork/ones_like/Shape,gradients/concat_1_grad/Slice_1 gradients/concat_1_grad/Slice_1:output:0 -0.066087 0.015111 161.919411 1.366054 inf (0.000;0.003),(0.000;0.004)
911 gradients/MatMul_grad/MatMul gradients/MatMul_grad/MatMul gradients/MatMul_grad/MatMul:input:0 NaN NaN NaN NaN NaN NaN
911 gradients/MatMul_grad/MatMul gradients/MatMul_grad/MatMul gradients/MatMul_grad/MatMul:input:1 1.000000 0.000000 0.000000 0.000000 0.000000 (0.130;0.329),(0.130;0.329)
911 gradients/MatMul_grad/MatMul gradients/MatMul_grad/MatMul gradients/MatMul_grad/MatMul:output:0 0.133278 0.011151 361.961518 1.270729 0.029035 (0.000;0.002),(0.000;0.002)
912 gradients/Asin_grad/Const gradients/Asin_grad/Const NaN NaN NaN NaN NaN NaN NaN
913 ge_default_20201228113331_61_Send_5 * NaN NaN NaN NaN NaN NaN NaN
914 ge_default_20201228113331_61_Recv_18 * NaN NaN NaN NaN NaN NaN NaN
915 gradients/Asin_grad/Square gradients/Asin_grad/Square gradients/Asin_grad/Square:input:0 0.973527 0.380961 1.839179 0.265099 0.052821 (0.751;0.247),(0.673;0.237)
915 gradients/Asin_grad/Square gradients/Asin_grad/Square gradients/Asin_grad/Square:output:0 0.913621 0.599761 4.392722 0.489730 0.127095 (0.625;0.300),(0.510;0.286)
916 gradients/AddN gradients/AddN gradients/AddN:input:0 1.0 0.000000 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
916 gradients/AddN gradients/AddN gradients/AddN:input:1 0.473649 0.003618 685.971120 4.868792 inf (0.000;0.000),(0.000;0.000)
916 gradients/AddN gradients/AddN gradients/AddN:output:0 0.473649 0.003618 685.971120 4.868792 inf (0.000;0.000),(0.000;0.000)
917 gradients/KeypointNetwork_1/mul_9_grad/Mul_1 gradients/KeypointNetwork_1/mul_9_grad/Mul_1 gradients/KeypointNetwork_1/mul_9_grad/Mul_1:input:0 NaN NaN NaN NaN NaN NaN
917 gradients/KeypointNetwork_1/mul_9_grad/Mul_1 gradients/KeypointNetwork_1/mul_9_grad/Mul_1 gradients/KeypointNetwork_1/mul_9_grad/Mul_1:input:1 0.079065 0.001974 1006.464107 2.252247 inf (0.000;0.000),(0.000;0.000)
917 gradients/KeypointNetwork_1/mul_9_grad/Mul_1 gradients/KeypointNetwork_1/mul_9_grad/Mul_1 gradients/KeypointNetwork_1/mul_9_grad/Mul_1:output:0 0.079065 0.045223 1006.464123 2.252247 inf (0.002;0.009),(0.001;0.004)
918 gradients/AddN_1 gradients/AddN_1 gradients/AddN_1:input:0 1.0 0.000000 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
918 gradients/AddN_1 gradients/AddN_1 gradients/AddN_1:input:1 0.239103 0.004950 1179.563204 7.536535 inf (0.000;0.000),(0.000;0.000)
918 gradients/AddN_1 gradients/AddN_1 gradients/AddN_1:output:0 0.239103 0.004950 1179.563204 7.536535 inf (0.000;0.000),(0.000;0.000)
919 gradients/KeypointNetwork/mul_9_grad/Mul_1 gradients/KeypointNetwork/mul_9_grad/Mul_1 gradients/KeypointNetwork/mul_9_grad/Mul_1:input:0 NaN NaN NaN NaN NaN NaN
919 gradients/KeypointNetwork/mul_9_grad/Mul_1 gradients/KeypointNetwork/mul_9_grad/Mul_1 gradients/KeypointNetwork/mul_9_grad/Mul_1:input:1 0.011027 0.002084 2887.191757 2.691640 inf (0.000;0.000),(0.000;0.000)
919 gradients/KeypointNetwork/mul_9_grad/Mul_1 gradients/KeypointNetwork/mul_9_grad/Mul_1 gradients/KeypointNetwork/mul_9_grad/Mul_1:output:0 0.011027 0.047725 2887.191805 2.691640 inf (0.002;0.011),(0.000;0.004)
920 gradients/strided_slice_11_grad/StridedSliceGrad gradients/strided_slice_11_grad/StridedSliceGrad gradients/strided_slice_11_grad/StridedSliceGrad:input:0 0.022661 0.000428 426.411616 1.296767 inf (0.000;0.000),(0.000;0.000)
920 gradients/strided_slice_11_grad/StridedSliceGrad gradients/strided_slice_11_grad/StridedSliceGrad gradients/strided_slice_11_grad/StridedSliceGrad:output:0 0.022661 0.000428 426.411616 1.296767 inf (0.000;0.000),(0.000;0.000)
921 gradients/concat_grad/Slice ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-0,gradients/KeypointNetwork_1/Reshape_4_grad/Shape,gradients/concat_grad/Slice gradients/concat_grad/Slice:input:0 NaN NaN NaN NaN NaN NaN
921 gradients/concat_grad/Slice ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-0,gradients/KeypointNetwork_1/Reshape_4_grad/Shape,gradients/concat_grad/Slice gradients/concat_grad/Slice:output:0 -0.139935 0.000630 262.399587 1.463124 inf (0.000;0.000),(0.000;0.000)
922 gradients/concat_grad/Slice_1 ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-1,KeypointNetwork/ones_like/Shape,gradients/concat_grad/Slice_1 gradients/concat_grad/Slice_1:input:0 NaN NaN NaN NaN NaN NaN
922 gradients/concat_grad/Slice_1 ConstantFolding/gradients/KeypointNetwork_1/concat_3_grad/ConcatOffset-folded-1,KeypointNetwork/ones_like/Shape,gradients/concat_grad/Slice_1 gradients/concat_grad/Slice_1:output:0 0.133834 0.011151 99.561931 1.270311 0.115874 (0.000;0.003),(0.000;0.003)
923 ge_default_20201228113331_61_Recv_5 * NaN NaN NaN NaN NaN NaN NaN
924 gradients/Asin_grad/Subgradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrtgradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal gradients/Asin_grad/Sub,gradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrt,gradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal gradients/Asin_grad/Subgradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrtgradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal:input:0 1.000000 0.000000 0.000000 0.000000 0.000000 (1.000;0.000),(1.000;0.000)
924 gradients/Asin_grad/Subgradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrtgradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal gradients/Asin_grad/Sub,gradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrt,gradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal gradients/Asin_grad/Subgradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrtgradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal:input:1 0.913621 0.599761 4.392722 0.489730 0.127095 (0.625;0.300),(0.510;0.286)
924 gradients/Asin_grad/Subgradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrtgradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal gradients/Asin_grad/Sub,gradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrt,gradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal gradients/Asin_grad/Subgradients/Asin_grad/Reciprocal/unary_ops_composition_0_Sqrtgradients/Asin_grad/Reciprocal/unary_ops_composition_1_Reciprocal:output:0 NaN NaN NaN NaN NaN NaN
925 gradients/KeypointNetwork_1/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_26_grad/StridedSliceGrad:input:0 0.473649 0.003618 685.971120 4.868792 inf (0.000;0.000),(0.000;0.000)
925 gradients/KeypointNetwork_1/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_26_grad/StridedSliceGrad:output:0 0.473649 0.003618 685.971120 4.868792 inf (0.000;0.000),(0.000;0.000)
926 gradients/KeypointNetwork_1/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_27_grad/StridedSliceGrad:input:0 0.079065 0.045223 1006.464123 2.252247 inf (0.002;0.009),(0.001;0.004)
926 gradients/KeypointNetwork_1/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork_1/strided_slice_27_grad/StridedSliceGrad:output:0 0.079065 0.045223 1006.464123 2.252247 inf (0.001;0.006),(0.000;0.003)
927 gradients/KeypointNetwork/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_26_grad/StridedSliceGrad:input:0 0.239103 0.004950 1179.563204 7.536535 inf (0.000;0.000),(0.000;0.000)
927 gradients/KeypointNetwork/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_26_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_26_grad/StridedSliceGrad:output:0 0.239103 0.004950 1179.563204 7.536535 inf (0.000;0.000),(0.000;0.000)
928 gradients/KeypointNetwork/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_27_grad/StridedSliceGrad:input:0 0.011027 0.047725 2887.191805 2.691640 inf (0.002;0.011),(0.000;0.004)
928 gradients/KeypointNetwork/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_27_grad/StridedSliceGrad gradients/KeypointNetwork/strided_slice_27_grad/StridedSliceGrad:output:0 0.011027 0.047725 2887.191805 2.691640 inf (0.000;0.008),(0.000;0.003)
929 gradients/mul_5_grad/Mul_1 gradients/mul_5_grad/Mul_1 gradients/mul_5_grad/Mul_1:input:0 NaN NaN NaN NaN NaN NaN
929 gradients/mul_5_grad/Mul_1 gradients/mul_5_grad/Mul_1 gradients/mul_5_grad/Mul_1:input:1 0.022661 0.000428 426.411616 1.296767 inf (0.000;0.000),(0.000;0.000)
929 gradients/mul_5_grad/Mul_1 gradients/mul_5_grad/Mul_1 gradients/mul_5_grad/Mul_1:output:0 0.013491 0.000100 6770.070570 2.217260 inf (0.000;0.000),(0.000;0.000)
930 gradients/strided_slice_5_grad/StridedSliceGrad gradients/strided_slice_5_grad/StridedSliceGrad gradients/strided_slice_5_grad/StridedSliceGrad:input:0 -0.139935 0.000630 262.399587 1.463124 inf (0.000;0.000),(0.000;0.000)
930 gradients/strided_slice_5_grad/StridedSliceGrad gradients/strided_slice_5_grad/StridedSliceGrad gradients/strided_slice_5_grad/StridedSliceGrad:output:0 -0.139935 0.000630 262.399587 1.463124 inf (0.000;0.000),(0.000;0.000)
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:input:0 NaN NaN NaN NaN NaN NaN
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:input:1 1.000000 0.000000 0.000000 0.000000 0.000000 (0.050;0.000),(0.050;0.000)
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:input:2 NaN NaN NaN NaN NaN NaN
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:input:3 0.973527 0.380961 1.839179 0.265099 0.052821 (0.751;0.247),(0.673;0.237)
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:input:4 NaN NaN NaN NaN NaN NaN
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:input:5 0.973527 1.077519 1.839179 0.265099 0.052821 (2.124;0.700),(1.905;0.669)
931 gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mul,gradients/Minimum_grad/LessEqual,gradients/Asin_grad/mul,gradients/Minimum_grad/Select_1,gradients/Minimum_grad/zeros,gradients/truediv_3_grad/RealDiv,gradients/Sqrt_grad/SqrtGrad gradients/Asin_grad/mulgradients/Minimum_grad/MinimumGrad1gradients/truediv_3_grad/RealDivgradients/Sqrt_grad/SqrtGrad:output:0 0.510832 0.061794 52.807031 1.233338 inf (0.062;0.000),(0.023;0.039)
932 gradients/AddN_3 gradients/AddN_3 gradients/AddN_3:input:0 0.473649 0.003618 685.971120 4.868792 inf (0.000;0.000),(0.000;0.000)
932 gradients/AddN_3 gradients/AddN_3 gradients/AddN_3:input:1 0.079065 0.045223 1006.464123 2.252247 inf (0.001;0.006),(0.000;0.003)
932 gradients/AddN_3 gradients/AddN_3 gradients/AddN_3:output:0 0.079530 0.045223 1692.435243 2.254391 inf (0.001;0.006),(0.000;0.003)
933 gradients/AddN_5 gradients/AddN_5 gradients/AddN_5:input:0 0.239103 0.004950 1179.563204 7.536535 inf (0.000;0.000),(0.000;0.000)
933 gradients/AddN_5 gradients/AddN_5 gradients/AddN_5:input:1 0.011027 0.047725 2887.191805 2.691640 inf (0.000;0.008),(0.000;0.003)
933 gradients/AddN_5 gradients/AddN_5 gradients/AddN_5:output:0 0.011359 0.047725 4066.755009 2.696171 inf (0.001;0.008),(0.000;0.003)
934 gradients/mul_5_grad/Sum gradients/mul_5_grad/Sum gradients/mul_5_grad/Sum:input:0 0.013491 0.000100 6770.070570 2.217260 inf (0.000;0.000),(0.000;0.000)
934 gradients/mul_5_grad/Sum gradients/mul_5_grad/Sum gradients/mul_5_grad/Sum:output:0 NaN NaN NaN NaN NaN NaN
935 gradients/mul_1_grad/Mul_1 gradients/mul_1_grad/Mul_1 gradients/mul_1_grad/Mul_1:input:0 NaN NaN NaN NaN NaN NaN
935 gradients/mul_1_grad/Mul_1 gradients/mul_1_grad/Mul_1 gradients/mul_1_grad/Mul_1:input:1 -0.139935 0.000630 262.399587 1.463124 inf (0.000;0.000),(0.000;0.000)
935 gradients/mul_1_grad/Mul_1 gradients/mul_1_grad/Mul_1 gradients/mul_1_grad/Mul_1:output:0 0.163417 0.000059 436.596767 1.230457 inf (0.000;0.000),(0.000;0.000)
936 gradients/Sum_8_grad/Tile gradients/Sum_8_grad/Tile gradients/Sum_8_grad/Tile:input:0 0.510832 0.061794 52.807031 1.233338 inf (0.062;0.000),(0.023;0.039)
936 gradients/Sum_8_grad/Tile gradients/Sum_8_grad/Tile gradients/Sum_8_grad/Tile:output:0 0.510832 0.061794 475.263281 1.233338 inf (0.062;0.000),(0.023;0.039)
937 gradients/KeypointNetwork_1/MatMul_3_grad/MatMul gradients/KeypointNetwork_1/MatMul_3_grad/MatMul gradients/KeypointNetwork_1/MatMul_3_grad/MatMul:input:0 0.079530 0.045223 1692.435243 2.254391 inf (0.001;0.006),(0.000;0.003)
937 gradients/KeypointNetwork_1/MatMul_3_grad/MatMul gradients/KeypointNetwork_1/MatMul_3_grad/MatMul gradients/KeypointNetwork_1/MatMul_3_grad/MatMul:input:1 0.998167 1.482347 170.541426 0.060532 inf (-1.737;7.316),(-1.732;7.320)
937 gradients/KeypointNetwork_1/MatMul_3_grad/MatMul gradients/KeypointNetwork_1/MatMul_3_grad/MatMul gradients/KeypointNetwork_1/MatMul_3_grad/MatMul:output:0 0.215535 0.108843 5138.395202 3.461895 inf (-0.003;0.012),(0.000;0.004)
938 gradients/KeypointNetwork/MatMul_3_grad/MatMul gradients/KeypointNetwork/MatMul_3_grad/MatMul gradients/KeypointNetwork/MatMul_3_grad/MatMul:input:0 0.011359 0.047725 4066.755009 2.696171 inf (0.001;0.008),(0.000;0.003)
938 gradients/KeypointNetwork/MatMul_3_grad/MatMul gradients/KeypointNetwork/MatMul_3_grad/MatMul gradients/KeypointNetwork/MatMul_3_grad/MatMul:input:1 0.997766 1.728583 213.147236 0.066818 0.000327 (-1.739;7.304),(-1.786;7.322)
938 gradients/KeypointNetwork/MatMul_3_grad/MatMul gradients/KeypointNetwork/MatMul_3_grad/MatMul gradients/KeypointNetwork/MatMul_3_grad/MatMul:output:0 0.102968 0.135277 10516.484968 4.679793 inf (-0.003;0.017),(0.000;0.004)
939 gradients/mul_5_grad/Mulgradients/Neg_2_grad/Neg gradients/mul_5_grad/Mul,gradients/Neg_2_grad/Neg gradients/mul_5_grad/Mulgradients/Neg_2_grad/Neg:input:0 NaN NaN NaN NaN NaN NaN
939 gradients/mul_5_grad/Mulgradients/Neg_2_grad/Neg gradients/mul_5_grad/Mul,gradients/Neg_2_grad/Neg gradients/mul_5_grad/Mulgradients/Neg_2_grad/Neg:input:1 0.022661 0.000428 426.411616 1.296767 inf (0.000;0.000),(0.000;0.000)
939 gradients/mul_5_grad/Mulgradients/Neg_2_grad/Neg gradients/mul_5_grad/Mul,gradients/Neg_2_grad/Neg gradients/mul_5_grad/Mulgradients/Neg_2_grad/Neg:output:0 0.022422 0.012912 427.130648 1.296729 inf (0.000;0.002),(0.000;0.003)
940 gradients/mul_1_grad/Sum gradients/mul_1_grad/Sum gradients/mul_1_grad/Sum:input:0 0.163417 0.000059 436.596767 1.230457 inf (0.000;0.000),(0.000;0.000)
940 gradients/mul_1_grad/Sum gradients/mul_1_grad/Sum gradients/mul_1_grad/Sum:output:0 NaN NaN NaN NaN NaN NaN
941 gradients/Square_4_grad/Const gradients/Square_4_grad/Const NaN NaN NaN NaN NaN NaN NaN
