Index LeftOp RightOp TensorIndex CosineSimilarity MaxAbsoluteError AccumulatedRelativeError RelativeEuclideanDistance KullbackLeiblerDivergence StandardDeviation
47 KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv0/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu:input:2 NaN 0.000998 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
47 KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv0/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu:input:3 NaN 0.000173 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
47 KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv0/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu:input:4 1.000000 0.001998 0.063333 0.001979 0.663275 (0.998;0.000),(1.000;0.000)
47 KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv0/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv0/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv0/LeakyRelu:output:0 0.341823 8.564606 4967561.850829 0.966021 inf (0.012;0.063),(0.258;0.474)
48 trans_Cast_3480 * trans_Cast_3480:input:0 0.275565 5.859449 5584522.926592 0.973623 inf (0.012;0.064),(0.257;0.473)
48 trans_Cast_3480 * trans_Cast_3480:output:0 NaN NaN NaN NaN NaN NaN
49 trans_Cast_3483 * trans_Cast_3483:input:0 0.341823 8.564606 4967561.850829 0.966021 inf (0.012;0.063),(0.258;0.474)
49 trans_Cast_3483 * trans_Cast_3483:output:0 NaN NaN NaN NaN NaN NaN
50 KeypointNetwork/OrientationNetwork/dconv1/weights KeypointNetwork/OrientationNetwork/dconv1/weights NaN NaN NaN NaN NaN NaN NaN
51 KeypointNetwork/OrientationNetwork/dconv1/Conv2D KeypointNetwork/OrientationNetwork/dconv1/Conv2D KeypointNetwork/OrientationNetwork/dconv1/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
51 KeypointNetwork/OrientationNetwork/dconv1/Conv2D KeypointNetwork/OrientationNetwork/dconv1/Conv2D KeypointNetwork/OrientationNetwork/dconv1/Conv2D:input:1 -0.001090 0.202441 44526.763098 1.422006 inf (0.000;0.060),(0.000;0.059)
51 KeypointNetwork/OrientationNetwork/dconv1/Conv2D KeypointNetwork/OrientationNetwork/dconv1/Conv2D KeypointNetwork/OrientationNetwork/dconv1/Conv2D:output:0 -0.057839 3.384170 6482288.093401 1.020390 inf (0.000;0.066),(-0.025;0.432)
52 KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
52 KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D:input:1 -0.001090 0.202441 44526.763098 1.422006 inf (0.000;0.060),(0.000;0.059)
52 KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D KeypointNetwork_1/OrientationNetwork/dconv1/Conv2D:output:0 -0.084093 5.214622 9092400.395224 1.023528 inf (0.000;0.065),(-0.026;0.433)
53 trans_Cast_3488 * trans_Cast_3488:input:0 -0.057839 3.384170 6482288.093401 1.020390 inf (0.000;0.066),(-0.025;0.432)
53 trans_Cast_3488 * trans_Cast_3488:output:0 NaN NaN NaN NaN NaN NaN
54 trans_Cast_3499 * trans_Cast_3499:input:0 -0.084093 5.214622 9092400.395224 1.023528 inf (0.000;0.065),(-0.026;0.433)
54 trans_Cast_3499 * trans_Cast_3499:output:0 NaN NaN NaN NaN NaN NaN
55 Reshape_12/shape Reshape_12/shape NaN NaN NaN NaN NaN NaN NaN
56 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
57 Reshape_13/shape Reshape_13/shape NaN NaN NaN NaN NaN NaN NaN
58 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
59 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
60 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv1/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
60 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv1/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu:input:1 NaN NaN NaN NaN NaN NaN
60 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv1/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu:input:2 NaN 0.000997 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
60 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv1/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu:input:3 NaN 0.001455 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
60 KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv1/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu:input:4 1.000000 0.001855 0.044887 0.001461 0.587849 (0.999;0.000),(1.000;0.000)
