Index LeftOp RightOp TensorIndex CosineSimilarity MaxAbsoluteError AccumulatedRelativeError RelativeEuclideanDistance KullbackLeiblerDivergence StandardDeviation
119 trans_Cast_3611 * trans_Cast_3611:output:0 NaN NaN NaN NaN NaN NaN
120 KeypointNetwork/OrientationNetwork/dconv5/weights KeypointNetwork/OrientationNetwork/dconv5/weights NaN NaN NaN NaN NaN NaN NaN
121 KeypointNetwork/OrientationNetwork/dconv5/Conv2D KeypointNetwork/OrientationNetwork/dconv5/Conv2D KeypointNetwork/OrientationNetwork/dconv5/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
121 KeypointNetwork/OrientationNetwork/dconv5/Conv2D KeypointNetwork/OrientationNetwork/dconv5/Conv2D KeypointNetwork/OrientationNetwork/dconv5/Conv2D:input:1 -0.030649 0.202129 39731.511225 1.426047 inf (0.000;0.059),(0.000;0.059)
121 KeypointNetwork/OrientationNetwork/dconv5/Conv2D KeypointNetwork/OrientationNetwork/dconv5/Conv2D KeypointNetwork/OrientationNetwork/dconv5/Conv2D:output:0 -0.005803 5.271588 4553466.829304 1.000264 inf (-0.001;0.013),(0.072;0.723)
122 KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
122 KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D:input:1 -0.030649 0.202129 39731.511225 1.426047 inf (0.000;0.059),(0.000;0.059)
122 KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D KeypointNetwork_1/OrientationNetwork/dconv5/Conv2D:output:0 0.002744 5.227339 4452031.022977 1.000104 inf (-0.001;0.013),(0.071;0.722)
123 trans_Cast_3614 * trans_Cast_3614:input:0 -0.005803 5.271588 4553466.829304 1.000264 inf (-0.001;0.013),(0.072;0.723)
123 trans_Cast_3614 * trans_Cast_3614:output:0 NaN NaN NaN NaN NaN NaN
124 trans_Cast_3615 * trans_Cast_3615:input:0 0.002744 5.227339 4452031.022977 1.000104 inf (-0.001;0.013),(0.071;0.722)
124 trans_Cast_3615 * trans_Cast_3615:output:0 NaN NaN NaN NaN NaN NaN
125 KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND:input:0 NaN NaN NaN NaN NaN NaN
125 KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND:output:0 -0.005803 5.271588 4553466.829304 1.000264 inf (-0.001;0.013),(0.072;0.723)
126 KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND:input:0 NaN NaN NaN NaN NaN NaN
126 KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND:output:0 0.002744 5.227339 4452031.022977 1.000104 inf (-0.001;0.013),(0.071;0.722)
127 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
128 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
129 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
130 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu:input:0 -0.005803 5.271588 4553466.829304 1.000264 inf (-0.001;0.013),(0.072;0.723)
130 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu:input:1 NaN NaN NaN NaN NaN NaN
130 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu:input:2 NaN 0.000999 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
130 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu:input:3 NaN 0.001583 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
130 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu:input:4 1.000000 0.001405 0.036346 0.001145 0.148464 (0.999;0.000),(1.000;0.000)
130 KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv5/LeakyRelu:output:0 0.196316 6.936845 4910327.892632 0.997936 inf (0.003;0.007),(0.336;0.637)
131 KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu:input:0 0.002744 5.227339 4452031.022977 1.000104 inf (-0.001;0.013),(0.071;0.722)
131 KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu:input:1 NaN NaN NaN NaN NaN NaN
131 KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu:input:2 NaN 0.000999 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
131 KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu:input:3 NaN 0.001583 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
131 KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu:input:4 1.000000 0.001405 0.036346 0.001145 0.148464 (0.999;0.000),(1.000;0.000)
131 KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv5/BatchToSpaceND,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv5/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv5/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv5/LeakyRelu:output:0 0.202522 6.773399 4853007.659708 0.997946 inf (0.002;0.007),(0.337;0.636)
132 trans_Cast_3640 * trans_Cast_3640:input:0 0.196316 6.936845 4910327.892632 0.997936 inf (0.003;0.007),(0.336;0.637)
132 trans_Cast_3640 * trans_Cast_3640:output:0 NaN NaN NaN NaN NaN NaN
133 trans_Cast_3643 * trans_Cast_3643:input:0 0.202522 6.773399 4853007.659708 0.997946 inf (0.002;0.007),(0.337;0.636)
133 trans_Cast_3643 * trans_Cast_3643:output:0 NaN NaN NaN NaN NaN NaN
134 KeypointNetwork/OrientationNetwork/dconv6/weights KeypointNetwork/OrientationNetwork/dconv6/weights NaN NaN NaN NaN NaN NaN NaN
135 KeypointNetwork/OrientationNetwork/dconv6/Conv2D KeypointNetwork/OrientationNetwork/dconv6/Conv2D KeypointNetwork/OrientationNetwork/dconv6/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
135 KeypointNetwork/OrientationNetwork/dconv6/Conv2D KeypointNetwork/OrientationNetwork/dconv6/Conv2D KeypointNetwork/OrientationNetwork/dconv6/Conv2D:input:1 -0.013668 0.202730 43875.777435 1.428086 inf (0.000;0.059),(0.000;0.059)
135 KeypointNetwork/OrientationNetwork/dconv6/Conv2D KeypointNetwork/OrientationNetwork/dconv6/Conv2D KeypointNetwork/OrientationNetwork/dconv6/Conv2D:output:0 -0.067755 6.180662 4404258.574270 1.000709 inf (0.000;0.007),(0.006;0.727)
136 KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
136 KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D:input:1 -0.013668 0.202730 43875.777435 1.428086 inf (0.000;0.059),(0.000;0.059)
136 KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D:output:0 -0.061827 5.523170 4443882.527135 1.000623 inf (0.000;0.007),(0.006;0.726)
137 trans_Cast_3648 * trans_Cast_3648:input:0 -0.067755 6.180662 4404258.574270 1.000709 inf (0.000;0.007),(0.006;0.727)
137 trans_Cast_3648 * trans_Cast_3648:output:0 NaN NaN NaN NaN NaN NaN
138 trans_Cast_3659 * trans_Cast_3659:input:0 -0.061827 5.523170 4443882.527135 1.000623 inf (0.000;0.007),(0.006;0.726)
138 trans_Cast_3659 * trans_Cast_3659:output:0 NaN NaN NaN NaN NaN NaN
139 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
140 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
141 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
142 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
142 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu:input:1 NaN NaN NaN NaN NaN NaN
142 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu:input:2 NaN 0.000999 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
142 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu:input:3 NaN 0.000965 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
142 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu:input:4 1.000000 0.001510 0.040280 0.001270 0.225372 (0.999;0.000),(1.000;0.000)
142 KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork/OrientationNetwork/dconv6/LeakyRelu:output:0 0.231945 8.564537 5281654.328349 0.998241 inf (0.002;0.005),(0.334;0.616)
143 KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
143 KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu:input:1 NaN NaN NaN NaN NaN NaN
143 KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu:input:2 NaN 0.000999 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
143 KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu:input:3 NaN 0.000965 0.000000 0.0 NaN (0.000;0.000),(0.000;0.000)
143 KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu:input:4 1.000000 0.001510 0.040280 0.001270 0.225372 (0.999;0.000),(1.000;0.000)
143 KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_variance,KeypointNetwork_1/OrientationNetwork/dconv6/Conv2D,KeypointNetwork/OrientationNetwork/dconv0/BatchNorm/Const,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/moving_mean,KeypointNetwork/OrientationNetwork/dconv6/BatchNorm/beta,KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3,KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv6/BatchNorm/FusedBatchNormV3KeypointNetwork_1/OrientationNetwork/dconv6/LeakyRelu:output:0 0.239582 7.288219 4651545.728368 0.998257 inf (0.002;0.005),(0.335;0.616)
