Index LeftOp RightOp TensorIndex CosineSimilarity MaxAbsoluteError AccumulatedRelativeError RelativeEuclideanDistance KullbackLeiblerDivergence StandardDeviation
237 KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/AssignMovingAvg,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/OrientationNetwork/dconv10/BatchNorm/FusedBatchNormV3 NaN NaN NaN NaN NaN NaN NaN
238 KeypointNetwork/OrientationNetwork/dconv10/BatchNorm/beta KeypointNetwork/OrientationNetwork/dconv10/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
239 KeypointNetwork/OrientationNetwork/dconv10/BatchNorm/moving_mean KeypointNetwork/OrientationNetwork/dconv10/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
240 KeypointNetwork/OrientationNetwork/dconv10/BatchNorm/moving_variance KeypointNetwork/OrientationNetwork/dconv10/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
241 KeypointNetwork/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork/OrientationNetwork/dconv10/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
241 KeypointNetwork/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork/OrientationNetwork/dconv10/LeakyRelu:output:0 0.260258 6.746369 11797603.718205 1.208034 inf (0.331;0.630),(0.330;0.642)
242 KeypointNetwork_1/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv10/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
242 KeypointNetwork_1/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv10/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv10/LeakyRelu:output:0 0.264216 7.801534 11505637.602226 1.207538 inf (0.334;0.630),(0.332;0.638)
243 trans_Cast_1696 * trans_Cast_1696:input:0 0.260258 6.746369 11797603.718205 1.208034 inf (0.331;0.630),(0.330;0.642)
243 trans_Cast_1696 * trans_Cast_1696:output:0 NaN NaN NaN NaN NaN NaN
244 trans_Cast_1705 * trans_Cast_1705:input:0 0.264216 7.801534 11505637.602226 1.207538 inf (0.334;0.630),(0.332;0.638)
244 trans_Cast_1705 * trans_Cast_1705:output:0 NaN NaN NaN NaN NaN NaN
245 KeypointNetwork/OrientationNetwork/dconv11/weights KeypointNetwork/OrientationNetwork/dconv11/weights NaN NaN NaN NaN NaN NaN NaN
246 trans_Cast_1700 * trans_Cast_1700:input:0 -0.001477 0.202679 61339.639803 1.420151 inf (0.000;0.059),(0.000;0.058)
246 trans_Cast_1700 * trans_Cast_1700:output:0 NaN NaN NaN NaN NaN NaN
247 KeypointNetwork/OrientationNetwork/dconv11/Conv2D KeypointNetwork/OrientationNetwork/dconv11/Conv2D KeypointNetwork/OrientationNetwork/dconv11/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
247 KeypointNetwork/OrientationNetwork/dconv11/Conv2D KeypointNetwork/OrientationNetwork/dconv11/Conv2D KeypointNetwork/OrientationNetwork/dconv11/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
247 KeypointNetwork/OrientationNetwork/dconv11/Conv2D KeypointNetwork/OrientationNetwork/dconv11/Conv2D KeypointNetwork/OrientationNetwork/dconv11/Conv2D:output:0 0.012222 7.480040 4785348.040462 1.370855 inf (-0.079;0.678),(0.022;0.718)
248 KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
248 KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
248 KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D KeypointNetwork_1/OrientationNetwork/dconv11/Conv2D:output:0 0.018779 6.678587 4415312.276164 1.369147 inf (-0.080;0.679),(0.022;0.716)
249 trans_Cast_1676 * trans_Cast_1676:input:0 0.012222 7.480040 4785348.040462 1.370855 inf (-0.079;0.678),(0.022;0.718)
249 trans_Cast_1676 * trans_Cast_1676:output:0 NaN NaN NaN NaN NaN NaN
250 trans_Cast_1681 * trans_Cast_1681:input:0 0.018779 6.678587 4415312.276164 1.369147 inf (-0.080;0.679),(0.022;0.716)
250 trans_Cast_1681 * trans_Cast_1681:output:0 NaN NaN NaN NaN NaN NaN
251 KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg_1,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/FusedBatchNormV3 NaN NaN NaN NaN NaN NaN NaN
252 KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/OrientationNetwork/dconv11/BatchNorm/FusedBatchNormV3 NaN NaN NaN NaN NaN NaN NaN
253 KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/beta KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
254 KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/moving_mean KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
255 KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/moving_variance KeypointNetwork/OrientationNetwork/dconv11/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
256 KeypointNetwork/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork/OrientationNetwork/dconv11/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
256 KeypointNetwork/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork/OrientationNetwork/dconv11/LeakyRelu:output:0 0.251741 8.824369 11340609.104289 1.213998 inf (0.331;0.627),(0.329;0.640)
257 KeypointNetwork_1/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv11/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
257 KeypointNetwork_1/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv11/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv11/LeakyRelu:output:0 0.259644 7.005500 11894663.793240 1.210031 inf (0.335;0.624),(0.332;0.635)
258 trans_Cast_1652 * trans_Cast_1652:input:0 0.251741 8.824369 11340609.104289 1.213998 inf (0.331;0.627),(0.329;0.640)
258 trans_Cast_1652 * trans_Cast_1652:output:0 NaN NaN NaN NaN NaN NaN
259 trans_Cast_1659 * trans_Cast_1659:input:0 0.259644 7.005500 11894663.793240 1.210031 inf (0.335;0.624),(0.332;0.635)
259 trans_Cast_1659 * trans_Cast_1659:output:0 NaN NaN NaN NaN NaN NaN
260 KeypointNetwork/OrientationNetwork/Conv/weights KeypointNetwork/OrientationNetwork/Conv/weights NaN NaN NaN NaN NaN NaN NaN
261 trans_Cast_1655 * trans_Cast_1655:input:0 -0.053687 0.263014 1898.183074 1.450544 inf (0.000;0.028),(0.000;0.028)
261 trans_Cast_1655 * trans_Cast_1655:output:0 NaN NaN NaN NaN NaN NaN
262 KeypointNetwork/OrientationNetwork/Conv/Conv2D KeypointNetwork/OrientationNetwork/Conv/Conv2D KeypointNetwork/OrientationNetwork/Conv/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
262 KeypointNetwork/OrientationNetwork/Conv/Conv2D KeypointNetwork/OrientationNetwork/Conv/Conv2D KeypointNetwork/OrientationNetwork/Conv/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
262 KeypointNetwork/OrientationNetwork/Conv/Conv2D KeypointNetwork/OrientationNetwork/Conv/Conv2D KeypointNetwork/OrientationNetwork/Conv/Conv2D:output:0 -0.243773 7.907517 1878728.212224 1.783105 inf (0.313;1.023),(-0.049;0.852)
263 KeypointNetwork_1/OrientationNetwork/Conv/Conv2D KeypointNetwork_1/OrientationNetwork/Conv/Conv2D KeypointNetwork_1/OrientationNetwork/Conv/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
263 KeypointNetwork_1/OrientationNetwork/Conv/Conv2D KeypointNetwork_1/OrientationNetwork/Conv/Conv2D KeypointNetwork_1/OrientationNetwork/Conv/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
263 KeypointNetwork_1/OrientationNetwork/Conv/Conv2D KeypointNetwork_1/OrientationNetwork/Conv/Conv2D KeypointNetwork_1/OrientationNetwork/Conv/Conv2D:output:0 -0.270045 8.397271 337806.923236 1.831459 inf (0.313;1.051),(-0.048;0.850)
264 trans_Cast_544 * trans_Cast_544:input:0 -0.243773 7.907517 1878728.212224 1.783105 inf (0.313;1.023),(-0.049;0.852)
264 trans_Cast_544 * trans_Cast_544:output:0 NaN NaN NaN NaN NaN NaN
265 trans_Cast_547 * trans_Cast_547:input:0 -0.270045 8.397271 337806.923236 1.831459 inf (0.313;1.051),(-0.048;0.850)
265 trans_Cast_547 * trans_Cast_547:output:0 NaN NaN NaN NaN NaN NaN
266 KeypointNetwork/OrientationNetwork/Conv/biases KeypointNetwork/OrientationNetwork/Conv/biases NaN NaN NaN NaN NaN NaN NaN
267 KeypointNetwork/OrientationNetwork/Conv/BiasAdd KeypointNetwork/OrientationNetwork/Conv/BiasAdd KeypointNetwork/OrientationNetwork/Conv/BiasAdd:input:0 NaN NaN NaN NaN NaN NaN
267 KeypointNetwork/OrientationNetwork/Conv/BiasAdd KeypointNetwork/OrientationNetwork/Conv/BiasAdd KeypointNetwork/OrientationNetwork/Conv/BiasAdd:input:1 NaN NaN NaN NaN NaN NaN
267 KeypointNetwork/OrientationNetwork/Conv/BiasAdd KeypointNetwork/OrientationNetwork/Conv/BiasAdd KeypointNetwork/OrientationNetwork/Conv/BiasAdd:output:0 -0.243773 7.907517 1878728.212224 1.783105 inf (0.313;1.023),(-0.049;0.852)
268 KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd:input:0 NaN NaN NaN NaN NaN NaN
268 KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd:input:1 NaN NaN NaN NaN NaN NaN
268 KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd KeypointNetwork_1/OrientationNetwork/Conv/BiasAdd:output:0 -0.270045 8.397271 337806.923236 1.831459 inf (0.313;1.051),(-0.048;0.850)
269 trans_TransData_550 * trans_TransData_550:input:0 -0.243773 7.907517 1878728.212224 1.783105 inf (0.313;1.023),(-0.049;0.852)
269 trans_TransData_550 * trans_TransData_550:output:0 NaN NaN NaN NaN NaN NaN
270 trans_TransData_551 * trans_TransData_551:input:0 -0.270045 8.397271 337806.923236 1.831459 inf (0.313;1.051),(-0.048;0.850)
270 trans_TransData_551 * trans_TransData_551:output:0 NaN NaN NaN NaN NaN NaN
271 KeypointNetwork/OrientationNetwork/transpose KeypointNetwork/OrientationNetwork/transpose/perm,KeypointNetwork/OrientationNetwork/transpose KeypointNetwork/OrientationNetwork/transpose:input:0 NaN NaN NaN NaN NaN NaN
271 KeypointNetwork/OrientationNetwork/transpose KeypointNetwork/OrientationNetwork/transpose/perm,KeypointNetwork/OrientationNetwork/transpose KeypointNetwork/OrientationNetwork/transpose:output:0 -0.243773 7.907517 1878728.212224 1.783105 inf (0.313;1.023),(-0.049;0.852)
272 KeypointNetwork_1/OrientationNetwork/transpose KeypointNetwork/OrientationNetwork/transpose/perm,KeypointNetwork_1/OrientationNetwork/transpose KeypointNetwork_1/OrientationNetwork/transpose:input:0 NaN NaN NaN NaN NaN NaN
272 KeypointNetwork_1/OrientationNetwork/transpose KeypointNetwork/OrientationNetwork/transpose/perm,KeypointNetwork_1/OrientationNetwork/transpose KeypointNetwork_1/OrientationNetwork/transpose:output:0 -0.270045 8.397271 337806.923236 1.831459 inf (0.313;1.051),(-0.048;0.850)
273 KeypointNetwork/OrientationNetwork/Reshape/shape KeypointNetwork/OrientationNetwork/Reshape/shape NaN NaN NaN NaN NaN NaN NaN
274 KeypointNetwork/OrientationNetwork/Softmax KeypointNetwork/OrientationNetwork/Softmax KeypointNetwork/OrientationNetwork/Softmax:input:0 NaN NaN NaN NaN NaN NaN
274 KeypointNetwork/OrientationNetwork/Softmax KeypointNetwork/OrientationNetwork/Softmax KeypointNetwork/OrientationNetwork/Softmax:output:0 0.271118 0.006650 78684.027411 1.173816 inf (0.000;0.000),(0.000;0.000)
275 KeypointNetwork_1/OrientationNetwork/Softmax KeypointNetwork_1/OrientationNetwork/Softmax KeypointNetwork_1/OrientationNetwork/Softmax:input:0 NaN NaN NaN NaN NaN NaN
275 KeypointNetwork_1/OrientationNetwork/Softmax KeypointNetwork_1/OrientationNetwork/Softmax KeypointNetwork_1/OrientationNetwork/Softmax:output:0 0.239687 0.005851 74990.432977 1.314987 inf (0.000;0.000),(0.000;0.000)
276 KeypointNetwork/OrientationNetwork/Reshape_1/shape KeypointNetwork/OrientationNetwork/Reshape_1/shape NaN NaN NaN NaN NaN NaN NaN
277 KeypointNetwork/strided_slice_1/stack_2 KeypointNetwork/strided_slice_1/stack_2 NaN NaN NaN NaN NaN NaN NaN
278 KeypointNetwork/strided_slice_4/stack_1 KeypointNetwork/strided_slice_4/stack_1 NaN NaN NaN NaN NaN NaN NaN
279 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4:input:0 NaN NaN NaN NaN NaN NaN
279 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4:input:1 NaN NaN NaN NaN NaN NaN
279 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4:input:2 1.000000 0.000000 0.000000 0.000000 0.000000 (1.000;1.732),(1.000;1.732)
279 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4:input:3 NaN NaN NaN NaN NaN NaN
279 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4 KeypointNetwork/strided_slice_4:output:0 1.000000 0.000000 0.000000 0.000000 0.000000 (0.097;0.288),(0.097;0.288)
280 ge_default_20210113100428_61_Send_7 * NaN NaN NaN NaN NaN NaN NaN
281 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4:input:0 NaN NaN NaN NaN NaN NaN
281 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4:input:1 NaN NaN NaN NaN NaN NaN
281 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4:input:2 1.000000 0.000000 0.000000 0.000000 0.000000 (1.000;1.732),(1.000;1.732)
281 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4:input:3 NaN NaN NaN NaN NaN NaN
281 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4 KeypointNetwork_1/strided_slice_4:output:0 1.000000 0.000000 0.000000 0.000000 0.000000 (0.113;0.310),(0.113;0.310)
282 ge_default_20210113100428_61_Send_3 * NaN NaN NaN NaN NaN NaN NaN
283 KeypointNetwork/dconv0/weights KeypointNetwork/dconv0/weights NaN NaN NaN NaN NaN NaN NaN
284 trans_Cast_554 * trans_Cast_554:input:0 -0.009266 0.194015 11407.849067 1.417565 inf (0.000;0.028),(0.000;0.029)
284 trans_Cast_554 * trans_Cast_554:output:0 NaN NaN NaN NaN NaN NaN
285 KeypointNetwork/dconv0/BatchNorm/beta KeypointNetwork/dconv0/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
286 KeypointNetwork/dconv0/BatchNorm/moving_mean KeypointNetwork/dconv0/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
287 KeypointNetwork/dconv0/BatchNorm/moving_variance KeypointNetwork/dconv0/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
288 KeypointNetwork/dconv1/weights KeypointNetwork/dconv1/weights NaN NaN NaN NaN NaN NaN NaN
289 trans_Cast_1598 * trans_Cast_1598:input:0 0.000879 0.143461 221213.006543 1.411000 inf (0.000;0.042),(0.000;0.042)
289 trans_Cast_1598 * trans_Cast_1598:output:0 NaN NaN NaN NaN NaN NaN
290 KeypointNetwork/dconv1/BatchNorm/beta KeypointNetwork/dconv1/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
291 KeypointNetwork/dconv1/BatchNorm/moving_mean KeypointNetwork/dconv1/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
292 KeypointNetwork/dconv1/BatchNorm/moving_variance KeypointNetwork/dconv1/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
293 KeypointNetwork/dconv2/weights KeypointNetwork/dconv2/weights NaN NaN NaN NaN NaN NaN NaN
294 trans_Cast_1556 * trans_Cast_1556:input:0 0.004115 0.143745 253369.690717 1.412346 inf (0.000;0.042),(0.000;0.042)
294 trans_Cast_1556 * trans_Cast_1556:output:0 NaN NaN NaN NaN NaN NaN
295 KeypointNetwork/dconv2/BatchNorm/beta KeypointNetwork/dconv2/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
296 KeypointNetwork/dconv2/BatchNorm/moving_mean KeypointNetwork/dconv2/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
297 KeypointNetwork/dconv2/BatchNorm/moving_variance KeypointNetwork/dconv2/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
298 global_norm/Const_1 global_norm/Const_1 NaN NaN NaN NaN NaN NaN NaN
299 KeypointNetwork/dconv3/weights KeypointNetwork/dconv3/weights NaN NaN NaN NaN NaN NaN NaN
300 trans_Cast_1516 * trans_Cast_1516:input:0 0.011071 0.143758 356852.014868 1.403107 inf (0.000;0.042),(0.000;0.042)
300 trans_Cast_1516 * trans_Cast_1516:output:0 NaN NaN NaN NaN NaN NaN
301 clip_by_global_norm/truediv_1 clip_by_global_norm/truediv_1 NaN NaN NaN NaN NaN NaN NaN
302 KeypointNetwork/dconv3/BatchNorm/beta KeypointNetwork/dconv3/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
303 clip_by_global_norm/mul/x clip_by_global_norm/mul/x NaN NaN NaN NaN NaN NaN NaN
304 KeypointNetwork/dconv3/BatchNorm/moving_mean KeypointNetwork/dconv3/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
305 clip_by_global_norm/Const_1 clip_by_global_norm/Const_1 NaN NaN NaN NaN NaN NaN NaN
306 KeypointNetwork/dconv3/BatchNorm/moving_variance KeypointNetwork/dconv3/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
307 KeypointNetwork/dconv4/weights KeypointNetwork/dconv4/weights NaN NaN NaN NaN NaN NaN NaN
308 trans_Cast_1476 * trans_Cast_1476:input:0 0.007621 0.143885 347257.710504 1.407096 inf (0.000;0.042),(0.000;0.042)
308 trans_Cast_1476 * trans_Cast_1476:output:0 NaN NaN NaN NaN NaN NaN
309 KeypointNetwork/dconv4/BatchNorm/beta KeypointNetwork/dconv4/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
310 KeypointNetwork/dconv4/BatchNorm/moving_mean KeypointNetwork/dconv4/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
311 KeypointNetwork/dconv4/BatchNorm/moving_variance KeypointNetwork/dconv4/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
312 KeypointNetwork/dconv5/weights KeypointNetwork/dconv5/weights NaN NaN NaN NaN NaN NaN NaN
313 trans_Cast_1436 * trans_Cast_1436:input:0 0.007132 0.143643 196039.289479 1.405726 inf (0.000;0.042),(0.000;0.042)
313 trans_Cast_1436 * trans_Cast_1436:output:0 NaN NaN NaN NaN NaN NaN
314 KeypointNetwork/dconv5/BatchNorm/beta KeypointNetwork/dconv5/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
315 KeypointNetwork/dconv5/BatchNorm/moving_mean KeypointNetwork/dconv5/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
316 KeypointNetwork/dconv5/BatchNorm/moving_variance KeypointNetwork/dconv5/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
317 KeypointNetwork/dconv6/weights KeypointNetwork/dconv6/weights NaN NaN NaN NaN NaN NaN NaN
318 trans_Cast_1390 * trans_Cast_1390:input:0 -0.005170 0.144305 257087.836670 1.421697 inf (0.000;0.042),(0.000;0.042)
318 trans_Cast_1390 * trans_Cast_1390:output:0 NaN NaN NaN NaN NaN NaN
319 KeypointNetwork/dconv6/BatchNorm/beta KeypointNetwork/dconv6/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
320 KeypointNetwork/dconv6/BatchNorm/moving_mean KeypointNetwork/dconv6/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
321 KeypointNetwork/dconv6/BatchNorm/moving_variance KeypointNetwork/dconv6/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
322 KeypointNetwork/dconv7/weights KeypointNetwork/dconv7/weights NaN NaN NaN NaN NaN NaN NaN
323 trans_Cast_1348 * trans_Cast_1348:input:0 0.002594 0.143560 417288.069093 1.409442 inf (0.000;0.041),(0.000;0.042)
323 trans_Cast_1348 * trans_Cast_1348:output:0 NaN NaN NaN NaN NaN NaN
324 KeypointNetwork/dconv7/BatchNorm/beta KeypointNetwork/dconv7/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
325 KeypointNetwork/dconv7/BatchNorm/moving_mean KeypointNetwork/dconv7/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
326 KeypointNetwork/dconv7/BatchNorm/moving_variance KeypointNetwork/dconv7/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
327 KeypointNetwork/dconv8/weights KeypointNetwork/dconv8/weights NaN NaN NaN NaN NaN NaN NaN
328 trans_Cast_1308 * trans_Cast_1308:input:0 -0.002525 0.144158 354062.033281 1.412968 inf (0.000;0.042),(0.000;0.042)
328 trans_Cast_1308 * trans_Cast_1308:output:0 NaN NaN NaN NaN NaN NaN
329 KeypointNetwork/dconv8/BatchNorm/beta KeypointNetwork/dconv8/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
330 KeypointNetwork/dconv8/BatchNorm/moving_mean KeypointNetwork/dconv8/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
331 KeypointNetwork/dconv8/BatchNorm/moving_variance KeypointNetwork/dconv8/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
332 KeypointNetwork/dconv9/weights KeypointNetwork/dconv9/weights NaN NaN NaN NaN NaN NaN NaN
333 trans_Cast_1268 * trans_Cast_1268:input:0 0.002054 0.143840 225003.367005 1.412708 inf (0.000;0.042),(0.000;0.042)
333 trans_Cast_1268 * trans_Cast_1268:output:0 NaN NaN NaN NaN NaN NaN
334 KeypointNetwork/dconv9/BatchNorm/beta KeypointNetwork/dconv9/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
335 KeypointNetwork/dconv9/BatchNorm/moving_mean KeypointNetwork/dconv9/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
336 KeypointNetwork/dconv9/BatchNorm/moving_variance KeypointNetwork/dconv9/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
337 KeypointNetwork/dconv10/weights KeypointNetwork/dconv10/weights NaN NaN NaN NaN NaN NaN NaN
338 trans_Cast_1001 * trans_Cast_1001:input:0 -0.006193 0.143283 208481.157690 1.415851 inf (0.000;0.042),(0.000;0.042)
338 trans_Cast_1001 * trans_Cast_1001:output:0 NaN NaN NaN NaN NaN NaN
339 KeypointNetwork/dconv10/BatchNorm/beta KeypointNetwork/dconv10/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
340 KeypointNetwork/dconv10/BatchNorm/moving_mean KeypointNetwork/dconv10/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
341 KeypointNetwork/dconv10/BatchNorm/moving_variance KeypointNetwork/dconv10/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
342 gradients/KeypointNetwork_1/OrientationNetwork/Sum_grad/Reshape/shape gradients/KeypointNetwork_1/OrientationNetwork/Sum_grad/Reshape/shape NaN NaN NaN NaN NaN NaN NaN
343 KeypointNetwork/dconv11/weights KeypointNetwork/dconv11/weights NaN NaN NaN NaN NaN NaN NaN
344 trans_Cast_1045 * trans_Cast_1045:input:0 -0.002442 0.144042 170238.150081 1.414167 inf (0.000;0.042),(0.000;0.042)
344 trans_Cast_1045 * trans_Cast_1045:output:0 NaN NaN NaN NaN NaN NaN
345 KeypointNetwork/dconv11/BatchNorm/beta KeypointNetwork/dconv11/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
346 KeypointNetwork/dconv11/BatchNorm/moving_mean KeypointNetwork/dconv11/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
347 KeypointNetwork/dconv11/BatchNorm/moving_variance KeypointNetwork/dconv11/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
