Index LeftOp RightOp TensorIndex CosineSimilarity MaxAbsoluteError AccumulatedRelativeError RelativeEuclideanDistance KullbackLeiblerDivergence StandardDeviation
64 KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork/OrientationNetwork/dconv1/LeakyRelu:output:0 0.343734 14.728926 3219040.867437 1.235808 inf (0.228;0.706),(0.229;0.605)
65 KeypointNetwork_1/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv1/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
65 KeypointNetwork_1/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv1/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv1/LeakyRelu:output:0 0.345945 15.058911 2528672.924530 1.232998 inf (0.250;0.695),(0.249;0.594)
66 KeypointNetwork/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv2/SpaceToBatchND:input:0 0.343734 14.728926 3219040.867437 1.235808 inf (0.228;0.706),(0.229;0.605)
66 KeypointNetwork/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv2/SpaceToBatchND:output:0 NaN NaN NaN NaN NaN NaN
67 KeypointNetwork_1/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv2/SpaceToBatchND:input:0 0.345945 15.058911 2528672.924530 1.232998 inf (0.250;0.695),(0.249;0.594)
67 KeypointNetwork_1/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv2/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv2/SpaceToBatchND:output:0 NaN NaN NaN NaN NaN NaN
68 trans_Cast_2072 * NaN NaN NaN NaN NaN NaN NaN
69 trans_Cast_2077 * NaN NaN NaN NaN NaN NaN NaN
70 KeypointNetwork/OrientationNetwork/dconv8/weights/Adam KeypointNetwork/OrientationNetwork/dconv8/weights/Adam NaN NaN NaN NaN NaN NaN NaN
71 KeypointNetwork/OrientationNetwork/dconv2/weights KeypointNetwork/OrientationNetwork/dconv2/weights NaN NaN NaN NaN NaN NaN NaN
72 trans_Cast_2074 * trans_Cast_2074:input:0 -0.004723 0.203053 45661.464373 1.425133 inf (0.000;0.059),(0.000;0.059)
72 trans_Cast_2074 * trans_Cast_2074:output:0 NaN NaN NaN NaN NaN NaN
73 KeypointNetwork/OrientationNetwork/dconv2/Conv2D KeypointNetwork/OrientationNetwork/dconv2/Conv2D KeypointNetwork/OrientationNetwork/dconv2/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
73 KeypointNetwork/OrientationNetwork/dconv2/Conv2D KeypointNetwork/OrientationNetwork/dconv2/Conv2D KeypointNetwork/OrientationNetwork/dconv2/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
73 KeypointNetwork/OrientationNetwork/dconv2/Conv2D KeypointNetwork/OrientationNetwork/dconv2/Conv2D KeypointNetwork/OrientationNetwork/dconv2/Conv2D:output:0 0.080400 10.718824 11101215.311320 1.519825 inf (0.037;0.698),(-0.034;0.568)
74 KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
74 KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
74 KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D KeypointNetwork_1/OrientationNetwork/dconv2/Conv2D:output:0 0.082666 9.948080 2206184.147933 1.542935 inf (0.044;0.701),(-0.037;0.556)
75 trans_Cast_100 * trans_Cast_100:input:0 0.080400 10.718824 11101215.311320 1.519825 inf (0.037;0.698),(-0.034;0.568)
75 trans_Cast_100 * trans_Cast_100:output:0 NaN NaN NaN NaN NaN NaN
76 trans_Cast_101 * trans_Cast_101:input:0 0.082666 9.948080 2206184.147933 1.542935 inf (0.044;0.701),(-0.037;0.556)
76 trans_Cast_101 * trans_Cast_101:output:0 NaN NaN NaN NaN NaN NaN
77 KeypointNetwork/OrientationNetwork/dconv2/BatchToSpaceND KeypointNetwork/OrientationNetwork/dconv2/BatchToSpaceND NaN NaN NaN NaN NaN NaN NaN
78 KeypointNetwork_1/OrientationNetwork/dconv2/BatchToSpaceND KeypointNetwork_1/OrientationNetwork/dconv2/BatchToSpaceND NaN NaN NaN NaN NaN NaN NaN
79 KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/FusedBatchNormV3_Update KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg_1,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg/mul,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/FusedBatchNormV3 NaN NaN NaN NaN NaN NaN NaN
80 KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/FusedBatchNormV3_Reduce,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/FusedBatchNormV3_Update KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg_1,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg/mul,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg_1/mul,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg/sub_1,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/AssignMovingAvg_1/sub_1,KeypointNetwork_1/OrientationNetwork/dconv2/BatchNorm/FusedBatchNormV3 NaN NaN NaN NaN NaN NaN NaN
81 KeypointNetwork/dconv2/BatchNorm/beta/Adam KeypointNetwork/dconv2/BatchNorm/beta/Adam NaN NaN NaN NaN NaN NaN NaN
82 KeypointNetwork/dconv8/weights/Adam_1 KeypointNetwork/dconv8/weights/Adam_1 NaN NaN NaN NaN NaN NaN NaN
83 KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/beta KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/beta NaN NaN NaN NaN NaN NaN NaN
84 KeypointNetwork/conv_z/weights/Adam KeypointNetwork/conv_z/weights/Adam NaN NaN NaN NaN NaN NaN NaN
85 KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/moving_mean KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/moving_mean NaN NaN NaN NaN NaN NaN NaN
86 KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/moving_variance KeypointNetwork/OrientationNetwork/dconv2/BatchNorm/moving_variance NaN NaN NaN NaN NaN NaN NaN
87 KeypointNetwork/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork/OrientationNetwork/dconv2/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
87 KeypointNetwork/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork/OrientationNetwork/dconv2/LeakyRelu:output:0 0.309373 13.252871 3939145.838061 1.282302 inf (0.215;0.743),(0.215;0.625)
88 KeypointNetwork_1/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv2/LeakyRelu:input:0 NaN NaN NaN NaN NaN NaN
88 KeypointNetwork_1/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv2/LeakyRelu KeypointNetwork_1/OrientationNetwork/dconv2/LeakyRelu:output:0 0.317949 12.009534 3412974.242185 1.266972 inf (0.227;0.733),(0.227;0.623)
89 KeypointNetwork/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv3/SpaceToBatchND:input:0 0.309373 13.252871 3939145.838061 1.282302 inf (0.215;0.743),(0.215;0.625)
89 KeypointNetwork/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork/OrientationNetwork/dconv3/SpaceToBatchND:output:0 NaN NaN NaN NaN NaN NaN
90 KeypointNetwork_1/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv3/SpaceToBatchND:input:0 0.317949 12.009534 3412974.242185 1.266972 inf (0.227;0.733),(0.227;0.623)
90 KeypointNetwork_1/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv3/SpaceToBatchND KeypointNetwork_1/OrientationNetwork/dconv3/SpaceToBatchND:output:0 NaN NaN NaN NaN NaN NaN
91 trans_Cast_138 * NaN NaN NaN NaN NaN NaN NaN
92 trans_Cast_141 * NaN NaN NaN NaN NaN NaN NaN
93 KeypointNetwork/dconv2/BatchNorm/beta/Adam_1 KeypointNetwork/dconv2/BatchNorm/beta/Adam_1 NaN NaN NaN NaN NaN NaN NaN
94 KeypointNetwork/OrientationNetwork/dconv8/weights/Adam_1 KeypointNetwork/OrientationNetwork/dconv8/weights/Adam_1 NaN NaN NaN NaN NaN NaN NaN
95 KeypointNetwork/OrientationNetwork/dconv3/weights KeypointNetwork/OrientationNetwork/dconv3/weights NaN NaN NaN NaN NaN NaN NaN
96 trans_Cast_139 * trans_Cast_139:input:0 0.002808 0.201815 41515.517853 1.412435 inf (0.000;0.059),(0.000;0.059)
96 trans_Cast_139 * trans_Cast_139:output:0 NaN NaN NaN NaN NaN NaN
97 KeypointNetwork/OrientationNetwork/dconv3/Conv2D KeypointNetwork/OrientationNetwork/dconv3/Conv2D KeypointNetwork/OrientationNetwork/dconv3/Conv2D:input:0 NaN NaN NaN NaN NaN NaN
97 KeypointNetwork/OrientationNetwork/dconv3/Conv2D KeypointNetwork/OrientationNetwork/dconv3/Conv2D KeypointNetwork/OrientationNetwork/dconv3/Conv2D:input:1 NaN NaN NaN NaN NaN NaN
97 KeypointNetwork/OrientationNetwork/dconv3/Conv2D KeypointNetwork/OrientationNetwork/dconv3/Conv2D KeypointNetwork/OrientationNetwork/dconv3/Conv2D:output:0 -0.010914 9.859978 3006705.090918 1.623989 inf (-0.019;0.806),(0.053;0.633)
